,NAME,B19013_001E,state,place,year
2236,"Rankin city, Texas",57333,48,60668,2014
2237,"Lakeside City town, Texas",81250,48,40756,2014
2238,"Cooper city, Texas",29846,48,16564,2014
2239,"Geronimo CDP, Texas",56250,48,29384,2014
2240,"Alamo city, Texas",35188,48,01576,2014
2241,"Edinburg city, Texas",42498,48,22660,2014
2242,"La Blanca CDP, Texas",31719,48,39988,2014
2243,"Laguna Seca CDP, Texas",38667,48,40320,2014
2244,"Midway North CDP, Texas",32610,48,48272,2014
2245,"Penitas city, Texas",34818,48,56696,2014
2246,"Progreso Lakes city, Texas",74375,48,59642,2014
2247,"Mont Belvieu city, Texas",94022,48,49068,2014
2248,"Silsbee city, Texas",35313,48,67832,2014
2249,"Marquez city, Texas",41944,48,46752,2014
2250,"Redwood CDP, Texas",44925,48,61352,2014
2251,"Zuehl CDP, Texas",32375,48,80836,2014
2252,"Palmview South CDP, Texas",32793,48,54810,2014
2253,"Meadow town, Texas",53125,48,47316,2014
2254,"Copperas Cove city, Texas",52948,48,16624,2014
2255,"Pittsburg city, Texas",27721,48,57908,2014
2256,"Granite Shoals city, Texas",35979,48,30584,2014
2257,"Spur city, Texas",31750,48,69848,2014
2258,"Cotulla city, Texas",33174,48,17216,2014
2259,"Holiday Lakes town, Texas",30000,48,34502,2014
2260,"Silverton city, Texas",32667,48,67904,2014
2261,"Gatesville city, Texas",40480,48,29168,2014
2262,"Canyon Lake CDP, Texas",53281,48,12580,2014
2263,"Bulverde city, Texas",76886,48,11224,2014
2264,"Coolidge town, Texas",30179,48,16552,2014
2265,"Shady Hollow CDP, Texas",105613,48,67082,2014
2266,"Clifton city, Texas",43618,48,15472,2014
2267,"Littlefield city, Texas",33111,48,43024,2014
2268,"Kosse town, Texas",37273,48,39844,2014
2269,"Mexia city, Texas",34162,48,47916,2014
2270,"Grape Creek CDP, Texas",44118,48,30629,2014
2271,"San Angelo city, Texas",42855,48,64472,2014
2272,"Brazos Bend city, Texas",118750,48,10087,2014
2273,"San Augustine city, Texas",25072,48,65024,2014
2274,"Daingerfield city, Texas",37587,48,18464,2014
2275,"Los Fresnos CDP, Texas",14102,48,44120,2014
2276,"Bynum town, Texas",73482,48,11656,2014
2277,"Franklin city, Texas",36719,48,27288,2014
2278,"Windom town, Texas",45625,48,79684,2014
2279,"Coffee City town, Texas",48636,48,15820,2014
2280,"Trinidad city, Texas",37083,48,73652,2014
2281,"Kingsbury CDP, Texas",61000,48,39292,2014
2282,"New Berlin city, Texas",66667,48,50796,2014
2283,"Indian Hills CDP, Texas",32727,48,35915,2014
2284,"La Homa CDP, Texas",28352,48,40342,2014
2285,"Mila Doce CDP, Texas",23116,48,48320,2014
2286,"Olivarez CDP, Texas",23882,48,53934,2014
2287,"Pilot Point city, Texas",50666,48,57476,2014
2288,"Corpus Christi city, Texas",49675,48,17000,2014
2289,"North San Pedro CDP, Texas",29948,48,52404,2014
2290,"Cisco city, Texas",31188,48,15004,2014
2291,"Carbon town, Texas",16250,48,12736,2014
2292,"Los Nopalitos CDP, Texas",-666666666,48,44146,2014
2293,"Los Huisaches CDP, Texas",-666666666,48,44123,2014
2294,"Los Lobos CDP, Texas",-666666666,48,44142,2014
2295,"Los Minerales CDP, Texas",-666666666,48,44145,2014
2296,"Los Veteranos I CDP, Texas",-666666666,48,44167,2014
2297,"Los Veteranos II CDP, Texas",-666666666,48,44168,2014
2298,"McDade CDP, Texas",53542,48,45564,2014
2299,"Macdona CDP, Texas",57552,48,45576,2014
2300,"McKinney Acres CDP, Texas",44650,48,45750,2014
2301,"Manchaca CDP, Texas",69934,48,46308,2014
2302,"Manuel Garcia CDP, Texas",56250,48,46492,2014
2303,"Manuel Garcia II CDP, Texas",-666666666,48,46494,2014
2304,"Martinez CDP, Texas",-666666666,48,46854,2014
2305,"Mentone CDP, Texas",56250,48,47676,2014
2306,"Mesquite CDP, Texas",29205,48,47898,2014
2307,"Miguel Barrera CDP, Texas",45720,48,48315,2014
2308,"Mikes CDP, Texas",24583,48,48318,2014
2309,"Mi Ranchito Estate CDP, Texas",-666666666,48,48750,2014
2310,"Montague CDP, Texas",39911,48,49032,2014
2311,"Moraida CDP, Texas",-666666666,48,49300,2014
2312,"Morgan Farm CDP, Texas",58512,48,49359,2014
2313,"Matagorda CDP, Texas",32841,48,47016,2014
2314,"Murillo CDP, Texas",38443,48,50092,2014
2315,"Myrtle Springs CDP, Texas",39024,48,50232,2014
2316,"Narciso Pena CDP, Texas",-666666666,48,50322,2014
2317,"Netos CDP, Texas",-666666666,48,50742,2014
2318,"Nina CDP, Texas",-666666666,48,51552,2014
2319,"Nocona Hills CDP, Texas",47171,48,51654,2014
2320,"Northridge CDP, Texas",-666666666,48,52362,2014
2321,"Oakhurst CDP, Texas",78377,48,52992,2014
2322,"Oak Island CDP, Texas",19565,48,53004,2014
2323,"Olivia Lopez de Gutierrez CDP, Texas",-666666666,48,53946,2014
2324,"Olmito and Olmito CDP, Texas",19500,48,53970,2014
2325,"Orason CDP, Texas",48409,48,54186,2014
2326,"Owl Ranch CDP, Texas",-666666666,48,54509,2014
2327,"Pablo Pena CDP, Texas",-666666666,48,54558,2014
2328,"Paisano Park CDP, Texas",-666666666,48,54666,2014
2329,"Palo Blanco CDP, Texas",36818,48,54846,2014
2330,"Paloma Creek CDP, Texas",76337,48,54868,2014
2331,"Paloma Creek South CDP, Texas",115042,48,54872,2014
2332,"Port Arthur city, Texas",31736,48,58820,2014
2333,"Springtown city, Texas",52500,48,69800,2014
2334,"Columbus city, Texas",41833,48,16168,2014
2335,"Beverly Hills city, Texas",33833,48,08104,2014
2336,"Riesel city, Texas",35750,48,62108,2014
2337,"Dean city, Texas",57656,48,19456,2014
2338,"Petrolia city, Texas",41250,48,57044,2014
2339,"Goliad city, Texas",48438,48,30080,2014
2340,"Clear Lake Shores city, Texas",99402,48,15328,2014
2341,"Plains town, Texas",45362,48,57968,2014
2342,"Batesville CDP, Texas",11974,48,05924,2014
2343,"Trent town, Texas",37083,48,73580,2014
2344,"Itasca city, Texas",43264,48,37084,2014
2345,"New Braunfels city, Texas",59083,48,50820,2014
2346,"Schertz city, Texas",72463,48,66128,2014
2347,"Hillsboro city, Texas",30780,48,34088,2014
2348,"Calvert city, Texas",18875,48,11992,2014
2349,"Van Horn town, Texas",35216,48,75032,2014
2350,"Buchanan Lake Village CDP, Texas",23304,48,10990,2014
2351,"Buena Vista CDP, Texas",-666666666,48,11102,2014
2352,"Bristol CDP, Texas",71938,48,10336,2014
2353,"Camargito CDP, Texas",15764,48,12010,2014
2354,"Campo Verde CDP, Texas",-666666666,48,12226,2014
2355,"Canyon Creek CDP, Texas",37735,48,12562,2014
2356,"Carlsbad CDP, Texas",41528,48,12892,2014
2357,"Casa Blanca CDP, Texas",-666666666,48,13128,2014
2358,"Burton city, Texas",62857,48,11536,2014
2359,"Callender Lake CDP, Texas",38105,48,11940,2014
2360,"Cape Royale CDP, Texas",67604,48,12600,2014
2361,"Casas CDP, Texas",-666666666,48,13150,2014
2362,"Cedar Point CDP, Texas",54079,48,13570,2014
2363,"Chaparrito CDP, Texas",-666666666,48,14266,2014
2364,"Chapeno CDP, Texas",-666666666,48,14290,2014
2365,"Chilton CDP, Texas",28594,48,14692,2014
2366,"Chula Vista CDP (Cameron County), Texas",13977,48,14880,2014
2367,"China Spring CDP, Texas",47000,48,14740,2014
2368,"Chula Vista CDP (Zavala County), Texas",18958,48,14882,2014
2369,"Chula Vista CDP (Maverick County), Texas",19344,48,14881,2014
2370,"Colorado Acres CDP, Texas",18611,48,16110,2014
2371,"Delmita CDP, Texas",14063,48,19732,2014
2372,"D'Hanis CDP, Texas",43333,48,20248,2014
2373,"Country Acres CDP, Texas",56923,48,17236,2014
2374,"Del Sol CDP, Texas",102069,48,19808,2014
2375,"Driftwood CDP, Texas",49792,48,21412,2014
2376,"East Alto Bonito CDP, Texas",16976,48,21958,2014
2377,"East Lopez CDP, Texas",24205,48,22150,2014
2378,"Edgewater Estates CDP, Texas",-666666666,48,22593,2014
2379,"El Brazil CDP, Texas",-666666666,48,22853,2014
2380,"El Castillo CDP, Texas",17000,48,22892,2014
2381,"El Cenizo CDP, Texas",17372,48,22898,2014
2382,"Dorchester city, Texas",58125,48,20932,2014
2383,"El Chaparral CDP, Texas",95921,48,22920,2014
2384,"Elias-Fela Solis CDP, Texas",-666666666,48,23062,2014
2385,"El Mesquite CDP, Texas",-666666666,48,23278,2014
2386,"Elmo CDP, Texas",32439,48,23356,2014
2387,"Oakwood town, Texas",47569,48,53232,2014
2388,"Fort Davis CDP, Texas",46583,48,26688,2014
2389,"Porter Heights CDP, Texas",22383,48,58850,2014
2390,"Rollingwood city, Texas",161429,48,63008,2014
2391,"Miller's Cove town, Texas",28125,48,48478,2014
2392,"Garfield CDP, Texas",39119,48,28320,2014
2393,"Olton city, Texas",29934,48,54012,2014
2394,"Springlake town, Texas",29375,48,69764,2014
2395,"Groesbeck city, Texas",38238,48,31280,2014
2396,"Thornton town, Texas",39531,48,72788,2014
2397,"Higgins city, Texas",52813,48,33608,2014
2398,"Dimmitt city, Texas",35082,48,20464,2014
2399,"Falcon Lake Estates CDP, Texas",49766,48,25348,2014
2400,"Nesbitt town, Texas",20234,48,50724,2014
2401,"Gruver city, Texas",44922,48,31412,2014
2402,"Santa Maria CDP, Texas",28438,48,65744,2014
2403,"Cranfills Gap city, Texas",35781,48,17540,2014
2404,"Morgan city, Texas",33125,48,49356,2014
2405,"Italy town, Texas",41890,48,37072,2014
2406,"Rose City city, Texas",38021,48,63200,2014
2407,"Graford city, Texas",47813,48,30380,2014
2408,"Presidio city, Texas",22080,48,59396,2014
2409,"Redford CDP, Texas",-666666666,48,61076,2014
2410,"Austwell city, Texas",40893,48,05036,2014
2411,"Prairie View city, Texas",28929,48,59336,2014
2412,"Electra city, Texas",36625,48,22984,2014
2413,"Iowa Park city, Texas",47276,48,36104,2014
2414,"Scotland city, Texas",63000,48,66284,2014
2415,"Windthorst town, Texas",53750,48,79696,2014
2416,"Hereford city, Texas",40924,48,33320,2014
2417,"Damon CDP, Texas",19375,48,19108,2014
2418,"Brookshire city, Texas",28308,48,10636,2014
2419,"Pleasant Valley town, Texas",54479,48,58400,2014
2420,"Cleburne city, Texas",48260,48,15364,2014
2421,"Grandview city, Texas",42639,48,30512,2014
2422,"Fritch city, Texas",57667,48,27696,2014
2423,"Deport city, Texas",33750,48,20020,2014
2424,"Wharton city, Texas",27855,48,78136,2014
2425,"Bangs city, Texas",37232,48,05552,2014
2426,"Anderson city, Texas",44412,48,03192,2014
2427,"Groves city, Texas",48807,48,31328,2014
2428,"Nederland city, Texas",56990,48,50580,2014
2429,"Seven Oaks city, Texas",39583,48,66884,2014
2430,"Benavides city, Texas",33295,48,07528,2014
2431,"Marathon CDP, Texas",44375,48,46572,2014
2432,"Bastrop city, Texas",49230,48,05864,2014
2433,"Elkhart town, Texas",30764,48,23140,2014
2434,"Inez CDP, Texas",73750,48,35996,2014
2435,"Victoria city, Texas",46745,48,75428,2014
2436,"Browndell city, Texas",31250,48,10708,2014
2437,"Jamaica Beach city, Texas",56188,48,37252,2014
2438,"Botines CDP, Texas",-666666666,48,09598,2014
2439,"Laredo Ranchettes CDP, Texas",-666666666,48,41473,2014
2440,"Mirando City CDP, Texas",33571,48,48756,2014
2441,"Ranchitos Las Lomas CDP, Texas",39450,48,60482,2014
2442,"Hartley CDP, Texas",58542,48,32612,2014
2443,"Howardwick city, Texas",36875,48,35072,2014
2444,"Copper Canyon town, Texas",117273,48,16636,2014
2445,"Vega city, Texas",43125,48,75188,2014
2446,"deCordova city, Texas",68171,48,19570,2014
2447,"Gun Barrel City city, Texas",37517,48,31592,2014
2448,"Briarcliff village, Texas",87067,48,10197,2014
2449,"West Lake Hills city, Texas",160574,48,77632,2014
2450,"Windemere CDP, Texas",57679,48,79676,2014
2451,"Encino CDP, Texas",11985,48,24252,2014
2452,"Earth city, Texas",37105,48,21928,2014
2453,"Mustang Ridge city, Texas",60250,48,50200,2014
2454,"Dodson town, Texas",42188,48,20716,2014
2455,"Venus town, Texas",49474,48,75236,2014
2456,"Bronte town, Texas",39444,48,10528,2014
2457,"Markham CDP, Texas",43787,48,46716,2014
2458,"Carrollton city, Texas",69282,48,13024,2014
2459,"Port Mansfield CDP, Texas",15515,48,58928,2014
2460,"Sun Valley city, Texas",51458,48,71356,2014
2461,"Crosbyton city, Texas",35903,48,17768,2014
2462,"Tradewinds CDP, Texas",55000,48,73526,2014
2463,"Ennis city, Texas",43634,48,24348,2014
2464,"Garrison city, Texas",29083,48,29060,2014
2465,"Rancho Chico CDP, Texas",52679,48,60534,2014
2466,"Tyler city, Texas",42752,48,74144,2014
2467,"Cedar Park city, Texas",79323,48,13552,2014
2468,"Sunset Valley city, Texas",130982,48,71324,2014
2469,"Falfurrias city, Texas",18284,48,25368,2014
2470,"Iredell city, Texas",40208,48,36140,2014
2471,"Sudan city, Texas",40119,48,70772,2014
2472,"Darrouzett town, Texas",59688,48,19288,2014
2473,"Lipscomb CDP, Texas",46250,48,42952,2014
2474,"Manvel city, Texas",85081,48,46500,2014
2475,"Sealy city, Texas",44042,48,66464,2014
2476,"Morning Glory CDP, Texas",28095,48,49411,2014
2477,"Westbrook city, Texas",60417,48,77380,2014
2478,"Edgecliff Village town, Texas",69904,48,22588,2014
2479,"Gholson city, Texas",55179,48,29408,2014
2480,"Mart city, Texas",34514,48,46824,2014
2481,"Valley Mills city, Texas",41719,48,74732,2014
2482,"Woodway city, Texas",79797,48,80224,2014
2483,"Buda city, Texas",69685,48,11080,2014
2484,"Dripping Springs city, Texas",57929,48,21424,2014
2485,"Hays city, Texas",91023,48,32906,2014
2486,"Dell City city, Texas",24554,48,19708,2014
2487,"Clarksville City city, Texas",50417,48,15172,2014
2488,"Kilgore city, Texas",49766,48,39124,2014
2489,"Hawley city, Texas",56667,48,32840,2014
2490,"Ingleside city, Texas",60925,48,36008,2014
2491,"Hackberry town, Texas",84313,48,31715,2014
2492,"Mount Pleasant city, Texas",37957,48,49800,2014
2493,"Moran city, Texas",41250,48,49320,2014
2494,"Center city, Texas",26212,48,13732,2014
2495,"Claude city, Texas",59773,48,15196,2014
2496,"Arp city, Texas",45313,48,04156,2014
2497,"Val Verde Park CDP, Texas",53477,48,74895,2014
2498,"Creedmoor city, Texas",32000,48,17612,2014
2499,"Pflugerville city, Texas",74196,48,57176,2014
2500,"K-Bar Ranch CDP, Texas",62989,48,38518,2014
2501,"Benjamin city, Texas",23375,48,07636,2014
2502,"De Leon city, Texas",34208,48,19672,2014
2503,"West University Place city, Texas",207429,48,77956,2014
2504,"Humble city, Texas",42129,48,35348,2014
2505,"Hunters Creek Village city, Texas",242250,48,35480,2014
2506,"Post city, Texas",46830,48,59012,2014
2507,"Fairfield city, Texas",45417,48,25104,2014
2508,"Fredericksburg city, Texas",50645,48,27348,2014
2509,"Willis city, Texas",36069,48,79408,2014
2510,"Navarro town, Texas",35500,48,50448,2014
2511,"Palacios city, Texas",33125,48,54684,2014
2512,"Corsicana city, Texas",38536,48,17060,2014
2513,"Frost city, Texas",29958,48,27768,2014
2514,"Sinton city, Texas",39268,48,68036,2014
2515,"Taft city, Texas",35441,48,71684,2014
2516,"Breckenridge city, Texas",35568,48,10132,2014
2517,"Pecos city, Texas",45028,48,56516,2014
2518,"Palmer town, Texas",47212,48,54744,2014
2519,"New Home city, Texas",47885,48,51012,2014
2520,"Vidor city, Texas",42066,48,75476,2014
2521,"Carrizo Springs city, Texas",40193,48,12988,2014
2522,"Catarina CDP, Texas",57875,48,13324,2014
2523,"Godley city, Texas",47500,48,29972,2014
2524,"Niederwald city, Texas",51042,48,51492,2014
2525,"Westworth Village city, Texas",53519,48,78076,2014
2526,"Aurora city, Texas",50063,48,04672,2014
2527,"Scurry town, Texas",58929,48,66368,2014
2528,"Roscoe city, Texas",39125,48,63176,2014
2529,"Hermleigh CDP, Texas",52569,48,33356,2014
2530,"Alvarado city, Texas",43026,48,02260,2014
2531,"Burleson city, Texas",69088,48,11428,2014
2532,"Eidson Road CDP, Texas",32668,48,22810,2014
2533,"El Indio CDP, Texas",50750,48,23080,2014
2534,"Kerens city, Texas",32016,48,38992,2014
2535,"Snyder city, Texas",46250,48,68624,2014
2536,"Crowley city, Texas",64836,48,17960,2014
2537,"Joshua city, Texas",52094,48,38080,2014
2538,"Robert Lee city, Texas",31159,48,62564,2014
2539,"Bay City city, Texas",38859,48,05984,2014
2540,"Mildred town, Texas",54583,48,48372,2014
2541,"Clarksville city, Texas",17861,48,15160,2014
2542,"Detroit town, Texas",26250,48,20128,2014
2543,"Heath city, Texas",152379,48,32984,2014
2544,"Albany city, Texas",52321,48,01648,2014
2545,"Barstow city, Texas",28542,48,05720,2014
2546,"Nazareth city, Texas",59722,48,50496,2014
2547,"Milford town, Texas",32656,48,48408,2014
2548,"Balmorhea city, Texas",28750,48,05468,2014
2549,"Texhoma city, Texas",47344,48,72464,2014
2550,"Trinity city, Texas",33224,48,73664,2014
2551,"Burkburnett city, Texas",50958,48,11368,2014
2552,"Portland city, Texas",66662,48,58904,2014
2553,"Lincoln Park town, Texas",39688,48,42808,2014
2554,"Gladewater city, Texas",40776,48,29660,2014
2555,"Warren City city, Texas",60673,48,76576,2014
2556,"La Paloma-Lost Creek CDP, Texas",48618,48,41422,2014
2557,"Sandy Hollow-Escondidas CDP, Texas",53320,48,65342,2014
2558,"Arroyo Colorado Estates CDP, Texas",16111,48,04174,2014
2559,"Bixby CDP, Texas",43409,48,08410,2014
2560,"Lasana CDP, Texas",62708,48,41542,2014
2561,"Edmonson town, Texas",48438,48,22708,2014
2562,"Troup city, Texas",28500,48,73724,2014
2563,"Alpine city, Texas",36414,48,02104,2014
2564,"Chillicothe city, Texas",47563,48,14680,2014
2565,"Wyldwood CDP, Texas",64129,48,80350,2014
2566,"Tuscola city, Texas",53250,48,74048,2014
2567,"Bigfoot CDP, Texas",2499,48,08164,2014
2568,"Seagraves city, Texas",43924,48,66440,2014
2569,"Seminole city, Texas",51324,48,66764,2014
2570,"Waelder city, Texas",28750,48,76024,2014
2571,"Matador town, Texas",32656,48,47004,2014
2572,"Thrall city, Texas",52188,48,72824,2014
2573,"Camp Wood city, Texas",26902,48,12388,2014
2574,"Hill Country Village city, Texas",212917,48,33968,2014
2575,"Kirby city, Texas",48545,48,39448,2014
2576,"Lackland AFB CDP, Texas",58750,48,40036,2014
2577,"Santa Anna town, Texas",25938,48,65672,2014
2578,"Haltom City city, Texas",43792,48,31928,2014
2579,"Balcones Heights city, Texas",29824,48,05384,2014
2580,"Castle Hills city, Texas",88088,48,13276,2014
2581,"Grey Forest city, Texas",71875,48,31100,2014
2582,"Windcrest city, Texas",75129,48,79672,2014
2583,"Coldspring city, Texas",33224,48,15892,2014
2584,"Garceno CDP, Texas",11957,48,28128,2014
2585,"New Boston city, Texas",31655,48,50808,2014
2586,"El Lago city, Texas",80000,48,23164,2014
2587,"Rio Hondo city, Texas",35903,48,62180,2014
2588,"Olney city, Texas",29394,48,54000,2014
2589,"Lozano CDP, Texas",41429,48,44344,2014
2590,"Primera town, Texas",44250,48,59540,2014
2591,"Rancho Viejo town, Texas",77917,48,60544,2014
2592,"Villa Pancho CDP, Texas",23603,48,75614,2014
2593,"Liberty city, Texas",42931,48,42568,2014
2594,"Plum Grove city, Texas",36938,48,58448,2014
2595,"Gunter city, Texas",61600,48,31616,2014
2596,"Big Sandy town, Texas",36284,48,08224,2014
2597,"Nevada city, Texas",67031,48,50760,2014
2598,"Princeton city, Texas",43681,48,59576,2014
2599,"Nacogdoches city, Texas",31442,48,50256,2014
2600,"Lakeshore Gardens-Hidden Acres CDP, Texas",70524,48,40714,2014
2601,"St. Paul CDP, Texas",72617,48,64244,2014
2602,"Sterling City city, Texas",50192,48,70232,2014
2603,"Willow Park city, Texas",85541,48,79492,2014
2604,"Weimar city, Texas",43837,48,77020,2014
2605,"Ross city, Texas",40625,48,63380,2014
2606,"Karnes City city, Texas",31685,48,38452,2014
2607,"Kyle city, Texas",75182,48,39952,2014
2608,"Hamilton city, Texas",30556,48,31952,2014
2609,"Fort Hancock CDP, Texas",20951,48,26724,2014
2610,"Kennard city, Texas",29250,48,38884,2014
2611,"Longview city, Texas",43767,48,43888,2014
2612,"White Oak city, Texas",57202,48,78436,2014
2613,"Brackettville city, Texas",35143,48,09868,2014
2614,"Galveston city, Texas",38008,48,28068,2014
2615,"La Presa CDP, Texas",16875,48,41449,2014
2616,"Ranchos Penitas West CDP, Texas",31333,48,60539,2014
2617,"Caldwell city, Texas",43831,48,11836,2014
2618,"Rangerville village, Texas",9970,48,60644,2014
2619,"Union Grove city, Texas",46875,48,74312,2014
2620,"Madisonville city, Texas",35430,48,45996,2014
2621,"Agua Dulce CDP, Texas",29821,48,01390,2014
2622,"North Cleveland city, Texas",27500,48,51984,2014
2623,"Prosper town, Texas",111641,48,59696,2014
2624,"St. Paul town, Texas",89900,48,64220,2014
2625,"Ore City city, Texas",36417,48,54216,2014
